id|name|link|faction_id|source_id|role|unit_composition|transport|power_points|priest|psyker|open_play_only|crusade_only|virtual|Cost|cost_per_unit|
000002605|Lord Solar Leontus|https://wahapedia.ru/wh40k9ed/factions/astra-militarum/Lord-Solar-Leontus|AM|000000016|HQ|Lord Solar Leontus is equipped with: Sol’s Righteous Gaze; Conquest. Your army can only include one <span class="tooltip00225" data-tooltip-content="#tooltip_content00225" data-tooltip-anchor="#tooltip_content00225"><span class="kwb">LORD</span> <span class="kwb">SOLAR</span> <span class="kwb">LEONTUS</span></span> model.||9|This model knows <span class="tooltip00194" data-tooltip-content="#tooltip_content00194"><span class="tt kwbu">Regimental</span> <span class="tt kwbu">Orders</span></span>, <span class="tooltip00197" data-tooltip-content="#tooltip_content00197"><span class="tt kwbu">Prefectus</span> <span class="tt kwbu">Orders</span></span> and <span class="tooltip00188" data-tooltip-content="#tooltip_content00188"><span class="tt kwbu">Mechanised</span> <span class="tt kwbu">Orders</span></span>. In your <a href="/wh40k9ed/the-rules/core-rules/#COMMAND-PHASE">Command phase</a>, it can issue up to three Orders. In addition to the normal units that can be selected for Regimental and Prefectus Orders, this model can issue Regimental and Prefectus Orders to friendly <span class="tooltip00212" data-tooltip-content="#tooltip_content00212" data-tooltip-anchor="#tooltip_content00212"><span class="kwb">INFANTRY</span> <span class="kwb">OFFICER</span></span> and <span class="tooltip00216" data-tooltip-content="#tooltip_content00216" data-tooltip-anchor="#tooltip_content00216"><span class="kwb">MILITARUM</span> <span class="kwb">AUXILLA</span></span> units. In addition to the normal units that can be selected for Mechanised Orders, this model can issue Mechanised Orders to friendly <span class="tooltip00226" data-tooltip-content="#tooltip_content00226" data-tooltip-anchor="#tooltip_content00226"><span class="kwb">VEHICLE</span> <span class="kwb">OFFICER</span></span> and <span class="tooltip00227" data-tooltip-content="#tooltip_content00227" data-tooltip-anchor="#tooltip_content00227"><span class="kwb">SUPER-HEAVY</span></span> units.||false|false|false||false|
000002606|Ursula Creed|https://wahapedia.ru/wh40k9ed/factions/astra-militarum/Ursula-Creed|AM|000000016|HQ|Ursula Creed is equipped with: Duty and Vengeance; power sword. Your army can only include one <span class="tooltip00228" data-tooltip-content="#tooltip_content00228" data-tooltip-anchor="#tooltip_content00228"><span class="kwb">URSULA</span> <span class="kwb">CREED</span></span> model.||4|This model knows <span class="tooltip00194" data-tooltip-content="#tooltip_content00194"><span class="tt kwbu">Regimental</span> <span class="tt kwbu">Orders</span></span>. In your <a href="/wh40k9ed/the-rules/core-rules/#COMMAND-PHASE">Command phase</a>, it can issue up to three Orders.||false|false|false||false|
000002607|Cadian Castellan|https://wahapedia.ru/wh40k9ed/factions/astra-militarum/Cadian-Castellan|AM|000000016|HQ|A Cadian Castellan is equipped with: laspistol; chainsword; frag grenades.||3|This model knows <span class="tooltip00194" data-tooltip-content="#tooltip_content00194"><span class="tt kwbu">Regimental</span> <span class="tt kwbu">Orders</span></span>. In your <a href="/wh40k9ed/the-rules/core-rules/#COMMAND-PHASE">Command phase</a>, it can issue up to two Orders.||false|false|false||false|
000002608|Platoon Command Squad|https://wahapedia.ru/wh40k9ed/factions/astra-militarum/Platoon-Command-Squad|AM|000000016|HQ|* <i>2 Veteran Guardsman models in this unit can be replaced with 1 Veteran Heavy Weapons Team model. If this is the case, this unit will only contain 2 Veteran Guardsman models.</i><br><ul><li>The Platoon Commander is equipped with: laspistol; frag grenades.</li><li>Every Veteran Guardsman is equipped with: lasgun; laspistol; frag grenades.</li><li>A Veteran Heavy Weapons Team is equipped with: heavy bolter; lasgun; frag grenades.</li></ul>||4|The <span class="kwb">COMMANDER</span> model knows <span class="tooltip00194" data-tooltip-content="#tooltip_content00194"><span class="tt kwbu">Regimental</span> <span class="tt kwbu">Orders</span></span>. In your <a href="/wh40k9ed/the-rules/core-rules/#COMMAND-PHASE">Command phase</a>, it can <span class="tooltip00201" data-tooltip-content="#tooltip_content00201"><span class="tt kwbu">issue</span> <span class="tt kwbu">one</span> <span class="tt kwbu">Order</span></span>.||false|false|false|75|true|
000002609|Cadian Command Squad|https://wahapedia.ru/wh40k9ed/factions/astra-militarum/Cadian-Command-Squad|AM|000000016|HQ|<ul><li>The Cadian Commander is equipped with: laspistol; chainsword; frag grenades.</li><li>One Cadian Veteran Guardsman is equipped with: lasgun; regimental standard; frag grenades.</li><li>One Cadian Veteran Guardsman is equipped with: lasgun; medi-pack; frag grenades.</li><li>One Cadian Veteran Guardsman is equipped with: laspistol; master vox; frag grenades.</li><li>One Cadian Veteran Guardsman is equipped with: laspistol; chainsword; frag grenades.</li></ul>||4|The <span class="kwb">CADIAN</span> <span class="kwb">COMMANDER</span> model knows <span class="tooltip00194" data-tooltip-content="#tooltip_content00194"><span class="tt kwbu">Regimental</span> <span class="tt kwbu">Orders</span></span>. In your <a href="/wh40k9ed/the-rules/core-rules/#COMMAND-PHASE">Command phase</a>, it can <span class="tooltip00201" data-tooltip-content="#tooltip_content00201"><span class="tt kwbu">issue</span> <span class="tt kwbu">one</span> <span class="tt kwbu">Order</span></span>.||false|false|false|75|true|
000002610|Regimental Attachés|https://wahapedia.ru/wh40k9ed/factions/astra-militarum/Regimental-Attach-s|AM|000000016||<ul><li>A Master of Ordnance is equipped with: laspistol.</li><li>An Officer of the Fleet is equipped with: laspistol.</li><li>An Astropath is equipped with: force stave.</li></ul><b>Power Rating +2</b> for each <span class="kwb">ATTACHÉ</span> model added to the <span class="tooltip00229" data-tooltip-content="#tooltip_content00229" data-tooltip-anchor="#tooltip_content00229"><span class="kwb">COMMAND</span> <span class="kwb">SQUAD</span></span> unit.||+2||This unit’s <span class="kwb">ASTROPATH</span> model can attempt to <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifest</a> one psychic power in your <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psychic phase</a> and attempt to <a href="/wh40k9ed/the-rules/core-rules/#Deny-the-Witch">deny</a> one psychic power in your opponent’s Psychic phase. It knows <a href="/wh40k9ed/the-rules/core-rules/#Smite">Smite</a> and one psychic power from the <b><a href="/wh40k9ed/factions/astra-militarum/#Psykana-Discipline">Psykana discipline</a></b>. Each time this unit’s <span class="kwb">ASTROPATH</span> model attempts to <a href="/wh40k9ed/the-rules/core-rules/#Deny-the-Witch">Deny the Witch</a>, manifest a psychic power or perform a <a href="/wh40k9ed/the-rules/core-rules/#Performing-Psychic-Actions">psychic action</a>, measure distances and draw line of sight from this unit’s <span class="kwb">ASTROPATH</span> model. If enemy units have any abilities that require <a href="/wh40k9ed/the-rules/core-rules/#Measuring-Distances">measuring distances</a> or drawing line of sight to <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE"><span class="kwb">PSYKER</span></a> units, do so to this unit’s <span class="kwb">ASTROPATH</span> model.|false|false|true||false|
000002611|Bodyguards|https://wahapedia.ru/wh40k9ed/factions/astra-militarum/Bodyguards|AM|000000016||<ul><li>An Ogryn Bodyguard is equipped with: ripper gun; huge knife; frag bombs.</li><li>Nork Deddog is equipped with: ripper gun; huge knife; frag bombs. Your army can only include one <span class="kwb">NORK</span> <span class="kwb">DEDDOG</span> model.</li></ul><b>Power Rating +3</b> for each <span class="kwb">BODYGUARD</span> model added to the <span class="tooltip00212" data-tooltip-content="#tooltip_content00212" data-tooltip-anchor="#tooltip_content00212"><span class="kwb">INFANTRY</span> <span class="kwb">OFFICER</span></span> unit.||+3|||false|false|true||false|
000002612|Cadian Shock Troops|https://wahapedia.ru/wh40k9ed/factions/astra-militarum/Cadian-Shock-Troops|AM|000000016|Troops|<ul><li>The Shock Trooper Sergeant is equipped with: laspistol; chainsword; frag grenades.</li><li>Every Shock Trooper is equipped with: lasgun; frag grenades.</li></ul>||3|||false|false|false|65|true|
000002613|Death Korps of Krieg|https://wahapedia.ru/wh40k9ed/factions/astra-militarum/Death-Korps-of-Krieg|AM|000000016|Troops|<ul><li>The Death Korps Watchmaster is equipped with: laspistol; chainsword; frag grenades.</li><li>8 Death Korps Troopers are equipped with: lasgun; frag grenades.</li><li>1 Death Korps Trooper is equipped with: plasma gun; frag grenades.</li></ul>||4|||false|false|false|75|true|
000002614|Catachan Jungle Fighters|https://wahapedia.ru/wh40k9ed/factions/astra-militarum/Catachan-Jungle-Fighters|AM|000000016|Troops|<ul><li>The Jungle Fighter Sergeant is equipped with: laspistol; frag grenades.</li><li>Every Jungle Fighter is equipped with: lasgun; frag grenades.</li></ul>||3|||false|false|false|70|true|
000002615|Kasrkin|https://wahapedia.ru/wh40k9ed/factions/astra-militarum/Kasrkin|AM|000000016|Elites|<ul><li>The Kasrkin Sergeant is equipped with: bolt pistol; frag grenades; krak grenades.</li><li>Every Kasrkin Trooper is equipped with: hot-shot lasgun; frag grenades; krak grenades.</li></ul>||5|||false|false|false|100|true|
000002616|Attilan Rough Riders|https://wahapedia.ru/wh40k9ed/factions/astra-militarum/Attilan-Rough-Riders|AM|000000016|Fast Attack|If this unit contains 6 or more models, it has <b>Power Rating 10</b>. Every model is equipped with: lasgun; laspistol; hunting lance; frag grenades.||5|||false|false|false||false|
000002617|Rogal Dorn Battle Tank|https://wahapedia.ru/wh40k9ed/factions/astra-militarum/Rogal-Dorn-Battle-Tank|AM|000000016|Heavy Support|A Rogal Dorn Battle Tank is equipped with: castigator gatling cannon; heavy stubber; twin battle cannon.||14|||false|false|false||false|
000002618|Field Ordnance Battery|https://wahapedia.ru/wh40k9ed/factions/astra-militarum/Field-Ordnance-Battery|AM|000000016|Heavy Support|Every model is equipped with: malleus rocket launcher; 2 lasguns; frag grenades.||6|||false|false|false|130|true|
000002619|Aegis Defence Line|https://wahapedia.ru/wh40k9ed/factions/astra-militarum/Aegis-Defence-Line|AM|000000016|Fortifications|An Aegis Defence Line has no equipment.||2|||false|false|false||false|
000002620|Militarum Tempestus Scions|https://wahapedia.ru/wh40k9ed/factions/astra-militarum/Militarum-Tempestus-Scions-MT|AM|000000016|Troops|If this unit contains 6 or more models, it has <b>Power Rating 10</b>.<br><ul><li>The Tempestor is equipped with: hot-shot laspistol; chainsword; frag grenades; krak grenades.</li><li>Every Tempestus Scion is equipped with: hot-shot lasgun; frag grenades; krak grenades.</li></ul>||5|||false|false|false||false|
000000870|Vindicare Assassin|https://wahapedia.ru/wh40k9ed/factions/agents-of-the-imperium/Vindicare-Assassin|AoI||HQ|A Vindicare Assassin is a single model equipped with: exitus pistol; exitus rifle; blind grenades.||5|||false|false|false||false|
000000871|Callidus Assassin|https://wahapedia.ru/wh40k9ed/factions/agents-of-the-imperium/Callidus-Assassin|AoI||HQ|A Callidus Assassin is a single model equipped with: neural shredder; phase sword; poison blades.||5|||false|false|false||false|
000000872|Eversor Assassin|https://wahapedia.ru/wh40k9ed/factions/agents-of-the-imperium/Eversor-Assassin|AoI||HQ|An Eversor Assassin is a single model equipped with: executioner pistol; neuro-gauntlet; power sword; melta bombs.||5|||false|false|false||false|
000000873|Culexus Assassin|https://wahapedia.ru/wh40k9ed/factions/agents-of-the-imperium/Culexus-Assassin|AoI||HQ|A Culexus Assassin is a single model equipped with: animus speculum; psyk-out grenades.||5|||false|false|false||false|
000000874|Inquisitor Greyfax|https://wahapedia.ru/wh40k9ed/factions/agents-of-the-imperium/Inquisitor-Greyfax|AoI||HQ|Inquisitor Greyfax is equipped with: master-crafted condemnor boltgun; master-crafted power sword; frag grenades; krak grenades; psyk-out grenades. Your army can only include one <span class="tooltip" title="Keyword does not appear in that faction."><s class="kwbs">GREYFAX</s></span> model.||4||This model can attempt to <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifest</a> one psychic power in your <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psychic phase</a> and attempt to <a href="/wh40k9ed/the-rules/core-rules/#Deny-the-Witch">deny</a> two psychic powers in your opponent’s Psychic phase. It knows <a href="/wh40k9ed/the-rules/core-rules/#Smite">Smite</a> and one psychic power from the <b><a href="/wh40k9ed/factions/agents-of-the-imperium/#Telethesia-Discipline">Telethesia discipline</a></b>.|false|false|false||false|
000000875|Inquisitor Karamazov|https://wahapedia.ru/wh40k9ed/factions/agents-of-the-imperium/Inquisitor-Karamazov|AoI||HQ|Inquisitor Karamazov is equipped with: master-crafted multi-melta; master-crafted power sword; Throne of Judgement’s stomping feet. Your army can only include one <span class="tooltip" title="Keyword does not appear in that faction."><s class="kwbs">KARAMAZOV</s></span> model.||6|||false|false|false||false|
000000876|Inquisitor Coteaz|https://wahapedia.ru/wh40k9ed/factions/agents-of-the-imperium/Inquisitor-Coteaz|AoI||HQ|Inquisitor Coteaz is equipped with: bolt pistol; psyber-eagle; master-crafted Nemesis daemon hammer. Your army can only include one <span class="tooltip" title="Keyword does not appear in that faction."><s class="kwbs">COTEAZ</s></span> model.||4||This model can attempt to <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifest</a> two psychic powers in your <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psychic phase</a> and attempt to <a href="/wh40k9ed/the-rules/core-rules/#Deny-the-Witch">deny</a> one psychic power in your opponent’s Psychic phase. It knows <a href="/wh40k9ed/the-rules/core-rules/#Smite">Smite</a> and one psychic powerfrom the <b><a href="/wh40k9ed/factions/agents-of-the-imperium/#Telethesia-Discipline">Telethesia discipline</a></b>.|false|false|false||false|
000000877|Inquisitor|https://wahapedia.ru/wh40k9ed/factions/agents-of-the-imperium/Inquisitor|AoI||HQ|An Inquisitor is equipped with: bolt pistol; chainsword; frag grenades; krak grenades.||4||If this model is a <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE"><span class="kwb">PSYKER</span></a>, it can attempt to <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifest</a> one psychic power in your <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psychic phase</a> and attempt to <a href="/wh40k9ed/the-rules/core-rules/#Deny-the-Witch">deny</a> one psychic power in your opponent’s Psychic phase. It knows <a href="/wh40k9ed/the-rules/core-rules/#Smite">Smite</a> and one psychic power from the <b><a href="/wh40k9ed/factions/agents-of-the-imperium/#Telethesia-Discipline">Telethesia discipline</a></b>.|false|false|false||false|
000000879|Acolytes|https://wahapedia.ru/wh40k9ed/factions/agents-of-the-imperium/Acolytes|AoI||Elites|This unit’s <b>Power Rating</b> is equal to the number of models in this unit. Every model is equipped with: laspistol; chainsword.||1|||false|false|false||false|
000000880|Daemonhost|https://wahapedia.ru/wh40k9ed/factions/agents-of-the-imperium/Daemonhost|AoI||Elites|A Daemonhost is equipped with: unholy gaze; warp grasp.||1|||false|false|false||false|
000000881|Jokaero Weaponsmith|https://wahapedia.ru/wh40k9ed/factions/agents-of-the-imperium/Jokaero-Weaponsmith|AoI||Elites|A Jokaero Weaponsmith is equipped with: Jokaero weapons.||1|||false|false|false||false|
000001224|Lord Inquisitor Hector Rex|https://wahapedia.ru/wh40k9ed/factions/agents-of-the-imperium/Lord-Inquisitor-Hector-Rex|AoI|000000146|HQ|Hector Rex is equipped with: masterwork bolt pistol; Arias. Your army can only include one <span class="tooltip" title="Keyword does not appear in that faction."><s class="kwbs">HECTOR REX</s></span> model.||5||This model can attempt to <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifest</a> two psychic powers in your <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psychic phase</a> and attempt to <a href="/wh40k9ed/the-rules/core-rules/#Deny-the-Witch">deny</a> two psychic power in your opponent’s Psychic phase. It knows <a href="/wh40k9ed/the-rules/core-rules/#Smite">Smite</a> and two psychic powers from the Telesthesia discipline.|false|false|false||false|
000001225|Inquisitor Solomon Lok|https://wahapedia.ru/wh40k9ed/factions/agents-of-the-imperium/Inquisitor-Solomon-Lok|AoI|000000146|HQ|Solomon Lok is equipped with: psi bolt pistol, Blade of Surety. Your army can only include one <span class="tooltip" title="Keyword does not appear in that faction."><s class="kwbs">SOLOMON LOK</s></span> model.||4|||false|false|false||false|
000001579|Inquisitor Eisenhorn|https://wahapedia.ru/wh40k9ed/factions/agents-of-the-imperium/Inquisitor-Eisenhorn|AoI||HQ|Inquisitor Eisenhorn is equipped with: artificer bolt pistol; Barbarisater; runestaff; electrobane grenades. Your army can only include one <span class="tooltip" title="Keyword does not appear in that faction."><s class="kwbs">EISENHORN</s></span> model.||4||This model can attempt to <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifest</a> two psychic powers in your <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psychic phase</a> and attempt to <a href="/wh40k9ed/the-rules/core-rules/#Deny-the-Witch">deny</a> two psychic powers in your opponent’s Psychic phase. It knows <a href="/wh40k9ed/the-rules/core-rules/#Smite">Smite</a> and two psychic powers from the <b><a href="/wh40k9ed/factions/agents-of-the-imperium/#Telethesia-Discipline">Telethesia discipline</a></b>.|false|false|false||false|
000002090|Lord Inquisitor Kyria Draxus|https://wahapedia.ru/wh40k9ed/factions/agents-of-the-imperium/Lord-Inquisitor-Kyria-Draxus|AoI||HQ|Lord Inquisitor Kyria Draxus is equipped with: Dirgesinger; power fist. Your army can only include one <span class="tooltip" title="Keyword does not appear in that faction."><s class="kwbs">KYRIA DRAXUS</s></span> model.||4||This model can attempt to <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifest</a> one psychic power in your <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psychic phase</a> and attempt to <a href="/wh40k9ed/the-rules/core-rules/#Deny-the-Witch">deny</a> one psychic power in your opponent’s Psychic phase. She knows <a href="/wh40k9ed/the-rules/core-rules/#Smite">Smite</a> and one psychic power from the <b><a href="/wh40k9ed/factions/agents-of-the-imperium/#Telethesia-Discipline">Telethesia discipline</a></b>.|false|false|false||false|
000002508|Cartographica Rogue Trader|https://wahapedia.ru/wh40k9ed/factions/agents-of-the-imperium/Cartographica-Rogue-Trader|AoI||HQ|Increase this unit’s <b>Power Rating</b> by <b>+1</b> for every model it includes other than the Cartographica Rogue Trader.<br>• The Cartographica Rogue Trader is equipped with: household pistol; monomolecular cane-rapier.<br>• The Death Cult Executioner is equipped with: dartmask; Death Cult power blade.<br>• The Lectro-Maester is equipped with: voltaic pistol.<br>• The Rejuvenat Adept is equipped with: laspistol.||3|||false|false|false||false|
000002509|Voidsmen-at-arms|https://wahapedia.ru/wh40k9ed/factions/agents-of-the-imperium/Voidsmen-at-arms|AoI||Troops|If this unit contains 6 or more models, it has <b>Power Rating 4</b>.<br>• For every 5 models in this unit, one Voidsman model is equipped with: laspistol; Voidsman rotor cannon.<br>• Every other Voidsman model is equipped with: lasgun; laspistol.<br>• The Voidmaster is equipped with: artificer shotgun; laspistol.||2|||false|false|false||false|
000002587|Imperial Navy Breachers|https://wahapedia.ru/wh40k9ed/factions/agents-of-the-imperium/Imperial-Navy-Breachers|AoI||Troops|• One Navis Armsman model is equipped with: Navis las-volley.<br>• One Navis Armsman model is equipped with: Navis heavy shotgun; endurant shield.<br>• Every other model is equipped with: Navis shotgun.||6|||false|false|false|110|true|
000002683|Vigilant Squad|https://wahapedia.ru/wh40k9ed/factions/agents-of-the-imperium/Vigilant-Squad|AoI|000000209|Troops|<ul><li>Every Vigilant and Proctor-Vigilant model is equipped with: Arbites combat shotgun; Arbites shotpistol; frag grenades; krak grenades.</li><li>The Cyber-mastiff is equipped with: mechanical bite.</li></ul>||6|||false|false|false|110|true|
000002684|Subductor Squad|https://wahapedia.ru/wh40k9ed/factions/agents-of-the-imperium/Subductor-Squad|AoI||Troops|<ul><li>Every Subductor and Proctor-Subductor model is equipped with: Arbites shotpistol; shock maul; frag grenades; krak grenades.</li><li>The Cyber-mastiff is equipped with: mechanical bite.</li></ul>||6|||false|false|false|120|true|
000002685|Exaction Squad|https://wahapedia.ru/wh40k9ed/factions/agents-of-the-imperium/Exaction-Squad|AoI||Elites|This unit can contain a maximum of 10 models (excluding the Cyber-mastiff). If this unit contains 6 or more models, it has <b>Power Rating 7</b>.<br><ul><li>Every Exaction Vigilant and Proctor-Exactant model is equipped with: Arbites combat shotgun; Arbites shotpistol; frag grenades; krak grenades.</li><li>The Cyber-mastiff is equipped with: mechanical bite.</li><li>The Chirurgant is equipped with: Arbites combat shotgun; Arbites shotpistol; Arbites medi-kit; frag grenades; krak grenades.</li><li>The Revelatum is equipped with: Arbites combat shotgun; Arbites shotpistol; soulguilt scanner; frag grenades; krak grenades.</li><li>The Castigator is equipped with: Arbites combat shotgun; Arbites shotpistol; excruciator maul; frag grenades; krak grenades.</li></ul>||4|||false|false|false||false|
000000892|Uriah Jacobus|https://wahapedia.ru/wh40k9ed/factions/adepta-sororitas/Uriah-Jacobus|AS|000000111|HQ|Uriah Jacobus is a single model equipped with: bolt pistol; Redeemer; chainsword; frag grenades; krak grenades. Only one <span class="tooltip00230" data-tooltip-content="#tooltip_content00230" data-tooltip-anchor="#tooltip_content00230"><span class="kwb">URIAH</span> <span class="kwb">JACOBUS</span></span> model can be included in your army.||3|||false|false|false||false|
000000894|Crusaders|https://wahapedia.ru/wh40k9ed/factions/adepta-sororitas/Crusaders|AS|000000112|Elites|If this unit contains between 3-4 models, it has <b>Power Rating 2</b>. If this unit contains 5 or more models, it has <b>Power Rating 3</b>. Every model is equipped with: power sword.||1|||false|false|false||false|
000000895|Death Cult Assassins|https://wahapedia.ru/wh40k9ed/factions/adepta-sororitas/Death-Cult-Assassins|AS|000000112|Elites|If this unit contains between 3-4 models, it has <b>Power Rating 2</b>. If this unit contains 5 or more models, it has <b>Power Rating 3</b>. Every model is equipped with: Death Cult power blades.||1|||false|false|false||false|
000000896|Arco-flagellants|https://wahapedia.ru/wh40k9ed/factions/adepta-sororitas/Arco-flagellants|AS|000000112|Elites|If this unit contains between 4-6 models, it has <b>Power Rating 4</b>. If this unit contains 7 or more models, it has <b>Power Rating 6</b>. Every model is equipped with: arco-flails.||2|||false|false|false||false|
000000897|Penitent Engines|https://wahapedia.ru/wh40k9ed/factions/adepta-sororitas/Penitent-Engines|AS|000000112|Heavy Support|If this unit contains 2 models, it has <b>Power Rating 6</b>. If this unit contains 3 models, it has <b>Power Rating 9</b>. If this unit contains 4 models, it has <b>Power Rating 12</b>. Every model is equipped with: 2 Ministorum heavy flamers; 2 penitent buzz-blades.||3|||false|false|false||false|
000000898|Celestine and Geminae Superia|https://wahapedia.ru/wh40k9ed/factions/adepta-sororitas/Celestine-and-Geminae-Superia|AS|000000112|HQ|Celestine is equipped with: the Ardent Blade. Each Geminae Superia is equipped with: bolt pistol; power sword; frag grenades; krak grenades. Your army can only include 1 <span class="tooltip00231" data-tooltip-content="#tooltip_content00231" data-tooltip-anchor="#tooltip_content00231"><span class="kwb">CELESTINE</span></span> model.||10|||false|false|false|200|true|
000000899|Canoness|https://wahapedia.ru/wh40k9ed/factions/adepta-sororitas/Canoness|AS|000000112|HQ|A Canoness is equipped with: plasma pistol; power sword; rod of office; frag grenades; krak grenades.||3|||false|false|false||false|
000000900|Imagifier|https://wahapedia.ru/wh40k9ed/factions/adepta-sororitas/Imagifier|AS|000000112|Elites|An Imagifier is equipped with: boltgun; frag grenades; krak grenades.||3|||false|false|false||false|
000000901|Hospitaller|https://wahapedia.ru/wh40k9ed/factions/adepta-sororitas/Hospitaller|AS|000000112|Elites|A Hospitaller is equipped with: bolt pistol; chirurgeon’s tools.||3|||false|false|false||false|
000000902|Dialogus|https://wahapedia.ru/wh40k9ed/factions/adepta-sororitas/Dialogus|AS|000000112|Elites|A Dialogus is equipped with: bolt pistol; Dialogus staff.||3|This model knows <a href="/wh40k9ed/factions/adepta-sororitas/#War-Hymn">War Hymn</a> and one other hymn from the <a href="/wh40k9ed/factions/adepta-sororitas/#Hymns-of-Battle">Hymns of Battle</a>. In your <a href="/wh40k9ed/the-rules/core-rules/#COMMAND-PHASE">Command phase</a>, if this model is on the battlefield, it can intone one hymn it knows that has not already been intoned by a friendly model this turn. Roll one D6: on a 3+, the intoned hymn is inspiring and takes effect until the start of your next Command phase.||false|false|false||false|
000000903|Battle Sisters Squad|https://wahapedia.ru/wh40k9ed/factions/adepta-sororitas/Battle-Sisters-Squad|AS|000000112|Troops|If this unit contains between 6-10 models, it has <b>Power Rating 6</b>. If this unit contains between 11-15 models, it has <b>Power Rating 9</b>. If this unit contains 16 or more models, it has <b>Power Rating 12</b>. Every model is equipped with: bolt pistol; boltgun; frag grenades; krak grenades.||3|||false|false|false||false|
000000904|Seraphim Squad|https://wahapedia.ru/wh40k9ed/factions/adepta-sororitas/Seraphim-Squad|AS|000000112|Fast Attack|If this unit contains 6 or more models, it has <b>Power Rating 8</b>. Every model is equipped with: 2 bolt pistols; frag grenades; krak grenades.||4|||false|false|false||false|
000000905|Celestian Squad|https://wahapedia.ru/wh40k9ed/factions/adepta-sororitas/Celestian-Squad|AS|000000112|Elites|If this unit contains 6 or more models, it has <b>Power Rating 7</b>. Every model is equipped with: bolt pistol; boltgun; frag grenades; krak grenades.||4|||false|false|false||false|
000000907|Sisters Repentia|https://wahapedia.ru/wh40k9ed/factions/adepta-sororitas/Sisters-Repentia|AS|000000112|Elites|If this unit contains 5 or more models, it has <b>Power Rating 6</b>. Every model is equipped with: penitent eviscerator.||3|||false|false|false||false|
000000908|Retributor Squad|https://wahapedia.ru/wh40k9ed/factions/adepta-sororitas/Retributor-Squad|AS|000000112|Heavy Support|If this unit contains 6 or more models, it has <b>Power Rating 9</b>. Every model is equipped with: bolt pistol; boltgun; frag grenades; krak grenades.||6|||false|false|false||false|
000000909|Dominion Squad|https://wahapedia.ru/wh40k9ed/factions/adepta-sororitas/Dominion-Squad|AS|000000112|Fast Attack|If this unit contains 6 or more models, it has <b>Power Rating 8</b>. Every model is equipped with: bolt pistol; boltgun; frag grenades; krak grenades.||5|||false|false|false||false|
000000910|Sororitas Rhino|https://wahapedia.ru/wh40k9ed/factions/adepta-sororitas/Sororitas-Rhino|AS|000000112|Dedicated Transport|A Sororitas Rhino is equipped with: storm bolter.|This model has a <a href="/wh40k9ed/the-rules/core-rules/#Transport-Capacity">transport capacity</a> of 10 <span class="tooltip00232" data-tooltip-content="#tooltip_content00232" data-tooltip-anchor="#tooltip_content00232"><span class="kwb2">&lt;<span class="kwb3">O</span>RDER&gt;</span> <span class="kwb">INFANTRY</span></span>, <span class="tooltip00233" data-tooltip-content="#tooltip_content00233" data-tooltip-anchor="#tooltip_content00233"><span class="kwb">CULT</span> <span class="kwb">IMPERIALIS</span> <span class="kwb">INFANTRY</span></span> or <span class="tooltip00234" data-tooltip-content="#tooltip_content00234" data-tooltip-anchor="#tooltip_content00234"><span class="kwb">SANCTIFIED</span> <span class="kwb">INFANTRY</span></span> models. It cannot transport <span class="tooltip00235" data-tooltip-content="#tooltip_content00235" data-tooltip-anchor="#tooltip_content00235"><span class="kwb">JUMP</span> <span class="kwb">PACK</span></span> models.|4|||false|false|false||false|
